;Tariff_mean
39537;0.0816
39538;0.0816
39539;0.0816
39540;0.0816
39541;0.0816
39542;0.0816
39543;0.0816
39544;0.0816
39545;0.0816
39546;0.0816
39547;0.0816
39548;0.0816
39549;0.0816
39550;0.0816
39551;0.0816
39552;0.0816
39553;0.0816
39554;0.0816
39555;0.0816
39556;0.0816
39557;0.0816
39558;0.0816
39559;0.0816
39560;0.0816
39561;0.0816
39562;0.0816
39563;0.0816
39564;0.0816
39565;0.0816
39566;0.0816
39567;0.0816
39568;0.0816
39569;0.0816
39570;0.0816
39571;0.0816
39572;0.0816
39573;0.0816
39574;0.0816
39575;0.0816
39576;0.0816
39577;0.0816
39578;0.0816
39579;0.0816
39580;0.0816
39581;0.0816
39582;0.0816
39583;0.0816
39584;0.0816
39585;0.0816
39586;0.0816
39587;0.0816
39588;0.0816
39589;0.0816
39590;0.0816
39591;0.0816
39592;0.0816
39593;0.0816
39594;0.0816
39595;0.0816
39596;0.0816
39597;0.0816
39598;0.0816
39599;0.0816
39600;0.0816
39601;0.0816
39602;0.0816
39603;0.0816
39604;0.0816
39605;0.0816
39606;0.0816
39607;0.0816
39608;0.0816
39609;0.0816
39610;0.0816
39611;0.0816
39612;0.0816
39613;0.0816
39614;0.0816
39615;0.0816
39616;0.0816
39617;0.0816
39618;0.0816
39619;0.0816
39620;0.0816
39621;0.0816
39622;0.0816
39623;0.0816
39624;0.0816
39625;0.0816
39626;0.0816
39627;0.0816
39628;0.0816
39629;0.0816
39630;0.0816
39631;0.0816
39632;0.0816
39633;0.0816
39634;0.0816
39635;0.0816
39636;0.0816
39637;0.0816
39638;0.0816
39639;0.0816
39640;0.0816
39641;0.0816
39642;0.0816
39643;0.0816
39644;0.0816
39645;0.0816
39646;0.0816
39647;0.0816
39648;0.0816
39649;0.0816
39650;0.0816
39651;0.0816
39652;0.0816
39653;0.0816
39654;0.0816
39655;0.0816
39656;0.0816
39657;0.0816
39658;0.0816
39659;0.0816
39660;0.0816
39661;0.0816
39662;0.0816
39663;0.0816
39664;0.0816
39665;0.0816
39666;0.0816
39667;0.0816
39668;0.0816
39669;0.0816
39670;0.0816
39671;0.0816
39672;0.0816
39673;0.0816
39674;0.0816
39675;0.0816
39676;0.0816
39677;0.0816
39678;0.0816
39679;0.0816
39680;0.0816
39681;0.0816
39682;0.0816
39683;0.0816
39684;0.0816
39685;0.0816
39686;0.0816
39687;0.0816
39688;0.0816
39689;0.0816
39690;0.0816
39691;0.0816
39692;0.0816
39693;0.0816
39694;0.0816
39695;0.0816
39696;0.0816
39697;0.0816
39698;0.0816
39699;0.0816
39700;0.0816
39701;0.0816
39702;0.0816
39703;0.0816
39704;0.0816
39705;0.0816
39706;0.0816
39707;0.0816
39708;0.0816
39709;0.0816
39710;0.0816
39711;0.0816
39712;0.0816
39713;0.0816
39714;0.0816
39715;0.0816
39716;0.0816
39717;0.0816
39718;0.0816
39719;0.0816
39720;0.0816
39721;0.0816
39722;0.0816
39723;0.0816
39724;0.0816
39725;0.0816
39726;0.0816
39727;0.0816
39728;0.0816
39729;0.0816
39730;0.0816
39731;0.0816
39732;0.0816
39733;0.0816
39734;0.0816
39735;0.0816
39736;0.0816
39737;0.0816
39738;0.0816
39739;0.0816
39740;0.0816
39741;0.0816
39742;0.0816
39743;0.0816
39744;0.0816
39745;0.0816
39746;0.0816
39747;0.0816
39748;0.0816
39749;0.0816
39750;0.0816
39751;0.0816
39752;0.0816
39753;0.0816
39754;0.0816
39755;0.0816
39756;0.0816
39757;0.0816
39758;0.0816
39759;0.0816
39760;0.0816
39761;0.0816
39762;0.0816
39763;0.0816
39764;0.0816
39765;0.0816
39766;0.0816
39767;0.0816
39768;0.0816
39769;0.0816
39770;0.0816
39771;0.0816
39772;0.0816
39773;0.0816
39774;0.0816
39775;0.0816
39776;0.0816
39777;0.0816
39778;0.0816
39779;0.0816
39780;0.0816
39781;0.0816
39782;0.0816
39783;0.0816
39784;0.0816
39785;0.0816
39786;0.0816
39787;0.0816
39788;0.0816
39789;0.0816
39790;0.0816
39791;0.0816
39792;0.0816
39793;0.0816
39794;0.0816
39795;0.0816
39796;0.0816
39797;0.0816
39798;0.0816
39799;0.0816
39800;0.0816
39801;0.0816
39802;0.0816
39803;0.0816
39804;0.0816
39805;0.0816
39806;0.0816
39807;0.0816
39808;0.0816
39809;0.0816
39810;0.0816
39811;0.0816
39812;0.0816
39813;0.0816
39814;0.0816
39815;0.0816
39816;0.0816
39817;0.0816
39818;0.0816
39819;0.0816
39820;0.0816
39821;0.0816
39822;0.0816
39823;0.0816
39824;0.0816
39825;0.0816
39826;0.0816
39827;0.0816
39828;0.0816
39829;0.0816
39830;0.0816
39831;0.0816
39832;0.0816
39833;0.0816
39834;0.0816
39835;0.0816
39836;0.0816
39837;0.0816
39838;0.0816
39839;0.0816
39840;0.0816
39841;0.0816
39842;0.0816
39843;0.0816
39844;0.0816
39845;0.0816
39846;0.0816
39847;0.0816
39848;0.0816
39849;0.0816
39850;0.0816
39851;0.0816
39852;0.0816
39853;0.0816
39854;0.0816
39855;0.0816
39856;0.0816
39857;0.0816
39858;0.0816
39859;0.0816
39860;0.0816
39861;0.0816
39862;0.0816
39863;0.0816
39864;0.0816
39865;0.0816
39866;0.0816
39867;0.0816
39868;0.0816
39869;0.0816
39870;0.0816
39871;0.0816
39872;0.0816
39873;0.0816
39874;0.0816
39875;0.0816
39876;0.0816
39877;0.0816
39878;0.0816
39879;0.0816
39880;0.0816
39881;0.0816
39882;0.0816
39883;0.0816
39884;0.0816
39885;0.0816
39886;0.0816
39887;0.0816
39888;0.0816
39889;0.0816
39890;0.0816
39891;0.0816
39892;0.0816
39893;0.0816
39894;0.0816
39895;0.0816
39896;0.0816
39897;0.0816
39898;0.0816
39899;0.0816
39900;0.0816
39901;0.0816
39902;0.0816
39903;0.0816
39904;0.0816
39905;0.0816
39906;0.0816
39907;0.0816
39908;0.0816
39909;0.0816
39910;0.0816
39911;0.0816
39912;0.0816
39913;0.0816
39914;0.0816
39915;0.0816
39916;0.0816
39917;0.0816
39918;0.0816
39919;0.0816
39920;0.0816
39921;0.0816
39922;0.0816
39923;0.0816
39924;0.0816
39925;0.0816
39926;0.0816
39927;0.0816
39928;0.0816
39929;0.0816
39930;0.0816
39931;0.0816
39932;0.0816
39933;0.0816
39934;0.0816
39935;0.0816
39936;0.0816
39937;0.0816
39938;0.0816
39939;0.0816
39940;0.0816
39941;0.0816
39942;0.0816
39943;0.0816
39944;0.0816
39945;0.0816
39946;0.0816
39947;0.0816
39948;0.0816
39949;0.0816
39950;0.0816
39951;0.0816
39952;0.0816
39953;0.0816
39954;0.0816
39955;0.0816
39956;0.0816
39957;0.0816
39958;0.0816
39959;0.0816
39960;0.0816
39961;0.0816
39962;0.0816
39963;0.0816
39964;0.0816
39965;0.0816
39966;0.0816
39967;0.0816
39968;0.0816
39969;0.0816
39970;0.0816
39971;0.0816
39972;0.0816
39973;0.0816
39974;0.0816
39975;0.0816
39976;0.0816
39977;0.0816
39978;0.0816
39979;0.0816
39980;0.0816
39981;0.0816
39982;0.0816
39983;0.0816
39984;0.0816
39985;0.0816
39986;0.0816
39987;0.0816
39988;0.0816
39989;0.0816
39990;0.0816
39991;0.0816
39992;0.0816
39993;0.0816
39994;0.0816
39995;0.0816
39996;0.0816
39997;0.0816
39998;0.0816
39999;0.0816
40000;0.0816
40001;0.0816
40002;0.0816
40003;0.0816
40004;0.0816
40005;0.0816
40006;0.0816
40007;0.0816
40008;0.0816
40009;0.0816
40010;0.0816
40011;0.0816
40012;0.0816
40013;0.0816
40014;0.0816
40015;0.0816
40016;0.0816
40017;0.0816
40018;0.0816
40019;0.0816
40020;0.0816
40021;0.0816
40022;0.0816
40023;0.0816
40024;0.0816
40025;0.0816
40026;0.0816
40027;0.0816
40028;0.0816
40029;0.0816
40030;0.0816
40031;0.0816
40032;0.0816
40033;0.0816
40034;0.0816
40035;0.0816
40036;0.0816
40037;0.0816
40038;0.0816
40039;0.0816
40040;0.0816
40041;0.0816
40042;0.0816
40043;0.0816
40044;0.0816
40045;0.0816
40046;0.0816
40047;0.0816
40048;0.0816
40049;0.0816
40050;0.0816
40051;0.0816
40052;0.0816
40053;0.0816
40054;0.0816
40055;0.0816
40056;0.0816
40057;0.0816
40058;0.0816
40059;0.0816
40060;0.0816
40061;0.0816
40062;0.0816
40063;0.0816
40064;0.0816
40065;0.0816
40066;0.0816
40067;0.0816
40068;0.0816
40069;0.0816
40070;0.0816
40071;0.0816
40072;0.0816
40073;0.0816
40074;0.0816
40075;0.0816
40076;0.0816
40077;0.0816
40078;0.0816
40079;0.0816
40080;0.0816
40081;0.0816
40082;0.0816
40083;0.0816
40084;0.0816
40085;0.0816
40086;0.0816
40087;0.0816
40088;0.0816
40089;0.0816
40090;0.0816
40091;0.0816
40092;0.0816
40093;0.0816
40094;0.0816
40095;0.0816
40096;0.0816
40097;0.0816
40098;0.0816
40099;0.0816
40100;0.0816
40101;0.0816
40102;0.0816
40103;0.0816
40104;0.0816
40105;0.0816
40106;0.0816
40107;0.0816
40108;0.0816
40109;0.0816
40110;0.0816
40111;0.0816
40112;0.0816
40113;0.0816
40114;0.0816
40115;0.0816
40116;0.0816
40117;0.0816
40118;0.0816
40119;0.0816
40120;0.0816
40121;0.0816
40122;0.0816
40123;0.0816
40124;0.0816
40125;0.0816
40126;0.0816
40127;0.0816
40128;0.0816
40129;0.0816
40130;0.0816
40131;0.0816
40132;0.0816
40133;0.0816
40134;0.0816
40135;0.0816
40136;0.0816
40137;0.0816
40138;0.0816
40139;0.0816
40140;0.0816
40141;0.0816
40142;0.0816
40143;0.0816
40144;0.0816
40145;0.0816
40146;0.0816
40147;0.0816
40148;0.0816
40149;0.0816
40150;0.0816
40151;0.0816
40152;0.0816
40153;0.0816
40154;0.0816
40155;0.0816
40156;0.0816
40157;0.0816
40158;0.0816
40159;0.0816
40160;0.0816
40161;0.0816
40162;0.0816
40163;0.0816
40164;0.0816
40165;0.0816
40166;0.0816
40167;0.0816
40168;0.0816
40169;0.0816
40170;0.0816
40171;0.0816
40172;0.0816
40173;0.0816
40174;0.0816
40175;0.0816
40176;0.0816
40177;0.0816
40178;0.0816
40179;0.0816
40180;0.0816
40181;0.0816
40182;0.0816
40183;0.0816
40184;0.0816
40185;0.0816
40186;0.0816
40187;0.0816
40188;0.0816
40189;0.0816
40190;0.0816
40191;0.0816
40192;0.0816
40193;0.0816
40194;0.0816
40195;0.0816
40196;0.0816
40197;0.0816
40198;0.0816
40199;0.0816
40200;0.0816
40201;0.0816
40202;0.0816
40203;0.0816
40204;0.0816
40205;0.0816
40206;0.0816
40207;0.0816
40208;0.0816
40209;0.0816
40210;0.0816
40211;0.0816
40212;0.0816
40213;0.0816
40214;0.0816
40215;0.0816
40216;0.0816
40217;0.0816
40218;0.0816
40219;0.0816
40220;0.0816
40221;0.0816
40222;0.0816
40223;0.0816
40224;0.0816
40225;0.0816
40226;0.0816
40227;0.0816
40228;0.0816
40229;0.0816
40230;0.0816
40231;0.0816
40232;0.0816
40233;0.0816
40234;0.0816
40235;0.0816
40236;0.0816
40237;0.0816
40238;0.0816
40239;0.0816
40240;0.0816
40241;0.0816
40242;0.0816
40243;0.0816
40244;0.0816
40245;0.0816
40246;0.0816
40247;0.0816
40248;0.0816
40249;0.0816
40250;0.0816
40251;0.0816
40252;0.0816
40253;0.0816
40254;0.0816
40255;0.0816
40256;0.0816
40257;0.0816
40258;0.0816
40259;0.0816
40260;0.0816
40261;0.0816
40262;0.0816
40263;0.0816
40264;0.0816
40265;0.0816
40266;0.0816
40267;0.0816
40268;0.0816
40269;0.0816
40270;0.0816
40271;0.0816
40272;0.0816
40273;0.0816
40274;0.0816
40275;0.0816
40276;0.0816
40277;0.0816
40278;0.0816
40279;0.0816
40280;0.0816
40281;0.0816
40282;0.0816
40283;0.0816
40284;0.0816
40285;0.0816
40286;0.0816
40287;0.0816
40288;0.0816
40289;0.0816
40290;0.0816
40291;0.0816
40292;0.0816
40293;0.0816
40294;0.0816
40295;0.0816
40296;0.0816
40297;0.0816
40298;0.0816
40299;0.0816
40300;0.0816
40301;0.0816
40302;0.0816
40303;0.0816
40304;0.0816
40305;0.0816
40306;0.0816
40307;0.0816
40308;0.0816
40309;0.0816
40310;0.0816
40311;0.0816
40312;0.0816
40313;0.0816
40314;0.0816
40315;0.0816
40316;0.0816
40317;0.0816
40318;0.0816
40319;0.0816
40320;0.0816
40321;0.0816
40322;0.0816
40323;0.0816
40324;0.0816
40325;0.0816
40326;0.0816
40327;0.0816
40328;0.0816
40329;0.0816
40330;0.0816
40331;0.0816
40332;0.0816
40333;0.0816
40334;0.0816
40335;0.0816
40336;0.0816
40337;0.0816
40338;0.0816
40339;0.0816
40340;0.0816
40341;0.0816
40342;0.0816
40343;0.0816
40344;0.0816
40345;0.0816
40346;0.0816
40347;0.0816
40348;0.0816
40349;0.0816
40350;0.0816
40351;0.0816
40352;0.0816
40353;0.0816
40354;0.0816
40355;0.0816
40356;0.0816
40357;0.0816
40358;0.0816
40359;0.0816
40360;0.0816
40361;0.0816
40362;0.0816
40363;0.0816
40364;0.0816
40365;0.0816
40366;0.0816
40367;0.0816
40368;0.0816
40369;0.0816
40370;0.0816
40371;0.0816
40372;0.0816
40373;0.0816
40374;0.0816
40375;0.0816
40376;0.0816
40377;0.0816
40378;0.0816
40379;0.0816
40380;0.0816
40381;0.0816
40382;0.0816
40383;0.0816
40384;0.0816
40385;0.0816
40386;0.0816
40387;0.0816
40388;0.0816
40389;0.0816
40390;0.0816
40391;0.0816
40392;0.0816
40393;0.0816
40394;0.0816
40395;0.0816
40396;0.0816
40397;0.0816
40398;0.0816
40399;0.0816
40400;0.0816
40401;0.0816
40402;0.0816
40403;0.0816
40404;0.0816
40405;0.0816
40406;0.0816
40407;0.0816
40408;0.0816
40409;0.0816
40410;0.0816
40411;0.0816
40412;0.0816
40413;0.0816
40414;0.0816
40415;0.0816
40416;0.0816
40417;0.0816
40418;0.0816
40419;0.0816
40420;0.0816
40421;0.0816
40422;0.0816
40423;0.0816
40424;0.0816
40425;0.0816
40426;0.0816
40427;0.0816
40428;0.0816
40429;0.0816
40430;0.0816
40431;0.0816
40432;0.0816
40433;0.0816
40434;0.0816
40435;0.0816
40436;0.0816
40437;0.0816
40438;0.0816
40439;0.0816
40440;0.0816
40441;0.0816
40442;0.0816
40443;0.0816
40444;0.0816
40445;0.0816
40446;0.0816
40447;0.0816
40448;0.0816
40449;0.0816
40450;0.0816
40451;0.0816
40452;0.0816
40453;0.0816
40454;0.0816
40455;0.0816
40456;0.0816
40457;0.0816
40458;0.0816
40459;0.0816
40460;0.0816
40461;0.0816
40462;0.0816
40463;0.0816
40464;0.0816
40465;0.0816
40466;0.0816
40467;0.0816
40468;0.0816
40469;0.0816
40470;0.0816
40471;0.0816
40472;0.0816
40473;0.0816
40474;0.0816
40475;0.0816
40476;0.0816
40477;0.0816
40478;0.0816
40479;0.0816
40480;0.0816
40481;0.0816
40482;0.0816
40483;0.0816
40484;0.0816
40485;0.0816
40486;0.0816
40487;0.0816
40488;0.0816
40489;0.0816
40490;0.0816
40491;0.0816
40492;0.0816
40493;0.0816
40494;0.0816
40495;0.0816
40496;0.0816
40497;0.0816
40498;0.0816
40499;0.0816
40500;0.0816
40501;0.0816
40502;0.0816
40503;0.0816
40504;0.0816
40505;0.0816
40506;0.0816
40507;0.0816
40508;0.0816
40509;0.0816
40510;0.0816
40511;0.0816
40512;0.0816
40513;0.0816
40514;0.0816
40515;0.0816
40516;0.0816
40517;0.0816
40518;0.0816
40519;0.0816
40520;0.0816
40521;0.0816
40522;0.0816
40523;0.0816
40524;0.0816
40525;0.0816
40526;0.0816
40527;0.0816
40528;0.0816
40529;0.0816
40530;0.0816
40531;0.0816
40532;0.0816
40533;0.0816
40534;0.0816
40535;0.0816
40536;0.0816
40537;0.0816
40538;0.0816
40539;0.0816
40540;0.0816
40541;0.0816
40542;0.0816
40543;0.0816
40544;0.0816
40545;0.0816
40546;0.0816
40547;0.0816
40548;0.0816
40549;0.0816
40550;0.0816
40551;0.0816
40552;0.0816
40553;0.0816
40554;0.0816
40555;0.0816
40556;0.0816
40557;0.0816
40558;0.0816
40559;0.0816
40560;0.0816
40561;0.0816
40562;0.0816
40563;0.0816
40564;0.0816
40565;0.0816
40566;0.0816
40567;0.0816
40568;0.0816
40569;0.0816
40570;0.0816
40571;0.0816
40572;0.0816
40573;0.0816
40574;0.0816
40575;0.0816
40576;0.0816
40577;0.0816
40578;0.0816
40579;0.0816
40580;0.0816
40581;0.0816
40582;0.0816
40583;0.0816
40584;0.0816
40585;0.0816
40586;0.0816
40587;0.0816
40588;0.0816
40589;0.0816
40590;0.0816
40591;0.0816
40592;0.0816
40593;0.0816
40594;0.0816
40595;0.0816
40596;0.0816
40597;0.0816
40598;0.0816
40599;0.0816
40600;0.0816
40601;0.0816
40602;0.0816
40603;0.0816
40604;0.0816
40605;0.0816
40606;0.0816
40607;0.0816
40608;0.0816
40609;0.0816
40610;0.0816
40611;0.0816
40612;0.0816
40613;0.0816
40614;0.0816
40615;0.0816
40616;0.0816
40617;0.0816
40618;0.0816
40619;0.0816
40620;0.0816
40621;0.0816
40622;0.0816
40623;0.0816
40624;0.0816
40625;0.0816
40626;0.0816
40627;0.0816
40628;0.0816
40629;0.0816
40630;0.0816
40631;0.0816
40632;0.0816
40633;0.0816
40634;0.0816
40635;0.0816
40636;0.0816
40637;0.0816
40638;0.0816
40639;0.0816
40640;0.0816
40641;0.0816
40642;0.0816
40643;0.0816
40644;0.0816
40645;0.0816
40646;0.0816
40647;0.0816
40648;0.0816
40649;0.0816
40650;0.0816
40651;0.0816
40652;0.0816
40653;0.0816
40654;0.0816
40655;0.0816
40656;0.0816
40657;0.0816
40658;0.0816
40659;0.0816
40660;0.0816
40661;0.0816
40662;0.0816
40663;0.0816
40664;0.0816
40665;0.0816
40666;0.0816
40667;0.0816
40668;0.0816
40669;0.0816
40670;0.0816
40671;0.0816
40672;0.0816
40673;0.0816
40674;0.0816
40675;0.0816
40676;0.0816
40677;0.0816
40678;0.0816
40679;0.0816
40680;0.0816
40681;0.0816
40682;0.0816
40683;0.0816
40684;0.0816
40685;0.0816
40686;0.0816
40687;0.0816
40688;0.0816
40689;0.0816
40690;0.0816
40691;0.0816
40692;0.0816
40693;0.0816
40694;0.0816
40695;0.0816
40696;0.0816
40697;0.0816
40698;0.0816
40699;0.0816
40700;0.0816
40701;0.0816
40702;0.0816
40703;0.0816
40704;0.0816
40705;0.0816
40706;0.0816
40707;0.0816
40708;0.0816
40709;0.0816
40710;0.0816
40711;0.0816
40712;0.0816
40713;0.0816
40714;0.0816
40715;0.0816
40716;0.0816
40717;0.0816
40718;0.0816
40719;0.0816
40720;0.0816
40721;0.0816
40722;0.0816
40723;0.0816
40724;0.0816
40725;0.0816
40726;0.0816
40727;0.0816
40728;0.0816
40729;0.0816
40730;0.0816
40731;0.0816
40732;0.0816
40733;0.0816
40734;0.0816
40735;0.0816
40736;0.0816
40737;0.0816
40738;0.0816
40739;0.0816
40740;0.0816
40741;0.0816
40742;0.0816
40743;0.0816
40744;0.0816
40745;0.0816
40746;0.0816
40747;0.0816
40748;0.0816
40749;0.0816
40750;0.0816
40751;0.0816
40752;0.0816
40753;0.0816
40754;0.0816
40755;0.0816
40756;0.0816
40757;0.0816
40758;0.0816
40759;0.0816
40760;0.0816
40761;0.0816
40762;0.0816
40763;0.0816
40764;0.0816
40765;0.0816
40766;0.0816
40767;0.0816
40768;0.0816
40769;0.0816
40770;0.0816
40771;0.0816
40772;0.0816
40773;0.0816
40774;0.0816
40775;0.0816
40776;0.0816
40777;0.0816
40778;0.0816
40779;0.0816
40780;0.0816
40781;0.0816
40782;0.0816
40783;0.0816
40784;0.0816
40785;0.0816
40786;0.0816
40787;0.0816
40788;0.0816
40789;0.0816
40790;0.0816
40791;0.0816
40792;0.0816
40793;0.0816
40794;0.0816
40795;0.0816
40796;0.0816
40797;0.0816
40798;0.0816
40799;0.0816
40800;0.0816
40801;0.0816
40802;0.0816
40803;0.0816
40804;0.0816
40805;0.0816
40806;0.0816
40807;0.0816
40808;0.0816
40809;0.0816
40810;0.0816
40811;0.0816
40812;0.0816
40813;0.0816
40814;0.0816
40815;0.0816
40816;0.0816
40817;0.0816
40818;0.0816
40819;0.0816
40820;0.0816
40821;0.0816
40822;0.0816
40823;0.0816
40824;0.0816
40825;0.0816
40826;0.0816
40827;0.0816
40828;0.0816
40829;0.0816
40830;0.0816
40831;0.0816
40832;0.0816
40833;0.0816
40834;0.0816
40835;0.0816
40836;0.0816
40837;0.0816
40838;0.0816
40839;0.0816
40840;0.0816
40841;0.0816
40842;0.0816
40843;0.0816
40844;0.0816
40845;0.0816
40846;0.0816
40847;0.0816
40848;0.0816
40849;0.0816
40850;0.0816
40851;0.0816
40852;0.0816
40853;0.0816
40854;0.0816
40855;0.0816
40856;0.0816
40857;0.0816
40858;0.0816
40859;0.0816
40860;0.0816
40861;0.0816
40862;0.0816
40863;0.0816
40864;0.0816
40865;0.0816
40866;0.0816
40867;0.0816
40868;0.0816
40869;0.0816
40870;0.0816
40871;0.0816
40872;0.0816
40873;0.0816
40874;0.0816
40875;0.0816
40876;0.0816
40877;0.0816
40878;0.0816
40879;0.0816
40880;0.0816
40881;0.0816
40882;0.0816
40883;0.0816
40884;0.0816
40885;0.0816
40886;0.0816
40887;0.0816
40888;0.0816
40889;0.0816
40890;0.0816
40891;0.0816
40892;0.0816
40893;0.0816
40894;0.0816
40895;0.0816
40896;0.0816
40897;0.0816
40898;0.0816
40899;0.0816
40900;0.0816
40901;0.0816
40902;0.0816
40903;0.0816
40904;0.0816
40905;0.0816
40906;0.0816
40907;0.0816
40908;0.0816
40909;0.0816
40910;0.0816
40911;0.0816
40912;0.0816
40913;0.0816
40914;0.0816
40915;0.0816
40916;0.0816
40917;0.0816
40918;0.0816
40919;0.0816
40920;0.0816
40921;0.0816
40922;0.0816
40923;0.0816
40924;0.0816
40925;0.0816
40926;0.0816
40927;0.0816
40928;0.0816
40929;0.0816
40930;0.0816
40931;0.0816
40932;0.0816
40933;0.0816
40934;0.0816
40935;0.0816
40936;0.0816
40937;0.0816
40938;0.0816
40939;0.0816
40940;0.0816
40941;0.0816
40942;0.0816
40943;0.0816
40944;0.0816
40945;0.0816
40946;0.0816
40947;0.0816
40948;0.0816
40949;0.0816
40950;0.0816
40951;0.0816
40952;0.0816
40953;0.0816
40954;0.0816
40955;0.0816
40956;0.0816
40957;0.0816
40958;0.0816
40959;0.0816
40960;0.0816
40961;0.0816
40962;0.0816
40963;0.0816
40964;0.0816
40965;0.0816
40966;0.0816
40967;0.0816
40968;0.0816
40969;0.0816
40970;0.0816
40971;0.0816
40972;0.0816
40973;0.0816
40974;0.0816
40975;0.0816
40976;0.0816
40977;0.0816
40978;0.0816
40979;0.0816
40980;0.0816
40981;0.0816
40982;0.0816
40983;0.0816
40984;0.0816
40985;0.0816
40986;0.0816
40987;0.0816
40988;0.0816
40989;0.0816
40990;0.0816
40991;0.0816
40992;0.0816
40993;0.0816
40994;0.0816
40995;0.0816
40996;0.0816
40997;0.0816
40998;0.0816
40999;0.0816
41000;0.0816
41001;0.0816
41002;0.0816
41003;0.0816
41004;0.0816
41005;0.0816
41006;0.0816
41007;0.0816
41008;0.0816
41009;0.0816
41010;0.0816
41011;0.0816
41012;0.0816
41013;0.0816
41014;0.0816
41015;0.0816
41016;0.0816
41017;0.0816
41018;0.0816
41019;0.0816
41020;0.0816
41021;0.0816
41022;0.0816
41023;0.0816
41024;0.0816
41025;0.0816
41026;0.0816
41027;0.0816
41028;0.0816
41029;0.0816
41030;0.0816
41031;0.0816
41032;0.0816
41033;0.0816
41034;0.0816
41035;0.0816
41036;0.0816
41037;0.0816
41038;0.0816
41039;0.0816
41040;0.0816
41041;0.0816
41042;0.0816
41043;0.0816
41044;0.0816
41045;0.0816
41046;0.0816
41047;0.0816
41048;0.0816
41049;0.0816
41050;0.0816
41051;0.0816
41052;0.0816
41053;0.0816
41054;0.0816
41055;0.0816
41056;0.0816
41057;0.0816
41058;0.0816
41059;0.0816
41060;0.0816
41061;0.0816
41062;0.0816
41063;0.0816
41064;0.0816
41065;0.0816
41066;0.0816
41067;0.0816
41068;0.0816
41069;0.0816
41070;0.0816
41071;0.0816
41072;0.0816
41073;0.0816
41074;0.0816
41075;0.0816
41076;0.0816
41077;0.0816
41078;0.0816
41079;0.0816
41080;0.0816
41081;0.0816
41082;0.0816
41083;0.0816
41084;0.0816
41085;0.0816
41086;0.0816
41087;0.0816
41088;0.0816
41089;0.0816
41090;0.0816
41091;0.0816
41092;0.0816
41093;0.0816
41094;0.0816
41095;0.0816
41096;0.0816
41097;0.0816
41098;0.0816
41099;0.0816
41100;0.0816
41101;0.0816
41102;0.0816
41103;0.0816
41104;0.0816
41105;0.0816
41106;0.0816
41107;0.0816
41108;0.0816
41109;0.0816
41110;0.0816
41111;0.0816
41112;0.0816
41113;0.0816
41114;0.0816
41115;0.0816
41116;0.0816
41117;0.0816
41118;0.0816
41119;0.0816
41120;0.0816
41121;0.0816
41122;0.0816
41123;0.0816
41124;0.0816
41125;0.0816
41126;0.0816
41127;0.0816
41128;0.0816
41129;0.0816
41130;0.0816
41131;0.0816
41132;0.0816
41133;0.0816
41134;0.0816
41135;0.0816
41136;0.0816
41137;0.0816
41138;0.0816
41139;0.0816
41140;0.0816
41141;0.0816
41142;0.0816
41143;0.0816
41144;0.0816
41145;0.0816
41146;0.0816
41147;0.0816
41148;0.0816
41149;0.0816
41150;0.0816
41151;0.0816
41152;0.0816
41153;0.0816
41154;0.0816
41155;0.0816
41156;0.0816
41157;0.0816
41158;0.0816
41159;0.0816
41160;0.0816
41161;0.0816
41162;0.0816
41163;0.0816
41164;0.0816
41165;0.0816
41166;0.0816
41167;0.0816
41168;0.0816
41169;0.0816
41170;0.0816
41171;0.0816
41172;0.0816
41173;0.0816
41174;0.0816
41175;0.0816
41176;0.0816
41177;0.0816
41178;0.0816
41179;0.0816
41180;0.0816
41181;0.0816
41182;0.0816
41183;0.0816
41184;0.0816
41185;0.0816
41186;0.0816
41187;0.0816
41188;0.0816
41189;0.0816
41190;0.0816
41191;0.0816
41192;0.0816
41193;0.0816
41194;0.0816
41195;0.0816
41196;0.0816
41197;0.0816
41198;0.0816
41199;0.0816
41200;0.0816
41201;0.0816
41202;0.0816
41203;0.0816
41204;0.0816
41205;0.0816
41206;0.0816
41207;0.0816
41208;0.0816
41209;0.0816
41210;0.0816
41211;0.0816
41212;0.0816
41213;0.0816
41214;0.0816
41215;0.0816
41216;0.0816
41217;0.0816
41218;0.0816
41219;0.0816
41220;0.0816
41221;0.0816
41222;0.0816
41223;0.0816
41224;0.0816
41225;0.0816
41226;0.0816
41227;0.0816
41228;0.0816
41229;0.0816
41230;0.0816
41231;0.0816
41232;0.0816
41233;0.0816
41234;0.0816
41235;0.0816
41236;0.0816
41237;0.0816
41238;0.0816
41239;0.0816
41240;0.0816
41241;0.0816
41242;0.0816
41243;0.0816
41244;0.0816
41245;0.0816
41246;0.0816
41247;0.0816
41248;0.0816
41249;0.0816
41250;0.0816
41251;0.0816
41252;0.0816
41253;0.0816
41254;0.0816
41255;0.0816
41256;0.0816
41257;0.0816
41258;0.0816
41259;0.0816
41260;0.0816
41261;0.0816
41262;0.0816
41263;0.0816
41264;0.0816
41265;0.0816
41266;0.0816
41267;0.0816
41268;0.0816
41269;0.0816
41270;0.0816
41271;0.0816
41272;0.0816
41273;0.0816
41274;0.0816
41275;0.0816
41276;0.0816
41277;0.0816
41278;0.0816
41279;0.0816
41280;0.0816
41281;0.0816
41282;0.0816
41283;0.0816
41284;0.0816
